序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
6730,揭露,精熟,第6級,,14,5,"[['揭露', ['22026']]]",ㄐㄧㄝ ㄌㄨˋ,jiēlù
6731,結盟,精熟,第6級,,10,7,"[['結盟', ['22070']]]",ㄐㄧㄝˊ ㄇㄥˊ,jiéméng
6732,介面,精熟,第6級,,14,3,[],ㄐㄧㄝˋ ㄇㄧㄢˋ,jièmiàn
6733,揭幕,精熟,第6級,,1,1,"[['揭幕', ['22024']]]",ㄐㄧㄝ ㄇㄨˋ,jiēmù
6734,接納,精熟,第6級,,34,17,"[['接納', ['21991']]]",ㄐㄧㄝ ㄋㄚˋ,jiēnà
6735,截然不同,精熟,第6級,,15,14,"[['截然不同', ['22173']]]",ㄐㄧㄝˊ ㄖㄢˊ ㄅㄨˋ ㄊㄨㄥˊ,jiéránbùtóng
6736,接任,精熟,第6級,,8,4,"[['接任', ['22017']]]",ㄐㄧㄝ ㄖㄣˋ,jiērèn
6737,介入,精熟,第6級,,25,22,"[['介入', ['22225']]]",ㄐㄧㄝˋ ㄖㄨˋ,jièrù
6738,解散,精熟,第6級,,9,5,"[['解散', ['22215']]]",ㄐㄧㄝˇ ㄙㄢˋ,jiěsàn
6739,結實1,精熟,第6級,,13,7,"[['結實', ['22044', '22090']]]",ㄐㄧㄝˊ ㄕˊ,jiéshí
6740,結識,精熟,第6級,,8,2,"[['結識', ['22091']]]",ㄐㄧㄝˊ ㄕˋ,jiéshì
6741,屆時,精熟,第6級,,9,4,"[['屆時', ['22262']]]",ㄐㄧㄝˋ ㄕˊ,jièshí
6742,結實2,精熟,第6級,,13,7,"[['結實', ['22044', '22090']]]",ㄐㄧㄝ ˙ㄕ,jiēshi
6743,接手,精熟,第6級,,11,15,"[['接手', ['22014']]]",ㄐㄧㄝ ㄕㄡˇ,jiēshǒu
6744,解體,精熟,第6級,,7,4,"[['解體', ['22198']]]",ㄐㄧㄝˇ ㄊㄧˇ,jiětǐ
6745,接替,精熟,第6級,,6,2,"[['接替', ['21990']]]",ㄐㄧㄝ ㄊㄧˋ,jiētì
6746,階梯,精熟,第6級,,11,7,"[['階梯', ['21977']]]",ㄐㄧㄝ ㄊㄧ,jiētī
6747,解脫,精熟,第6級,,17,6,"[['解脫', ['22199']]]",ㄐㄧㄝˇ ㄊㄨㄛ,jiětuō
6748,解析,精熟,第6級,,11,3,"[['解析', ['22210']]]",ㄐㄧㄝˇ ㄒㄧ,jiěxī
6749,界線,精熟,第6級,,13,6,"[['界線', ['22241']]]",ㄐㄧㄝˋ ㄒㄧㄢˋ,jièxiàn
6750,界限,精熟,第6級,,12,1,"[['界限', ['22240']]]",ㄐㄧㄝˋ ㄒㄧㄢˋ,jièxiàn
6751,戒心,精熟,第6級,,5,1,"[['戒心', ['22252']]]",ㄐㄧㄝˋ ㄒㄧㄣ,jièxīn
6752,結業,精熟,第6級,,1,1,"[['結業', ['22099']]]",ㄐㄧㄝˊ ㄧㄝˋ,jiéyè
6753,介意,精熟,第6級,,15,4,"[['介意', ['22227']]]",ㄐㄧㄝˋ ㄧˋ,jièyì
6754,藉由,精熟,第6級,,53,91,"[['藉由', ['45308']]]",ㄐㄧㄝˋ ㄧㄡˊ,jièyóu
6755,節約,精熟,第6級,,4,18,"[['節約', ['22160']]]",ㄐㄧㄝˊ ㄩㄝ,jiéyuē
6756,解約,精熟,第6級,,1,1,"[['解約', ['22220']]]",ㄐㄧㄝˇ ㄩㄝ,jiěyuē
6757,結帳,精熟,第6級,,5,3,"[['結帳', ['22087']]]",ㄐㄧㄝˊ ㄓㄤˋ,jiézhàng
6758,截至,精熟,第6級,,5,8,[],ㄐㄧㄝˊ ㄓˋ,jiézhì
6759,節制,精熟,第6級,,11,6,"[['節制', ['22147']]]",ㄐㄧㄝˊ ㄓˋ,jiézhì
6760,傑作,精熟,第6級,,9,3,"[['傑作', ['22116']]]",ㄐㄧㄝˊ ㄗㄨㄛˋ,jiézuò
6761,藉,精熟,第6級,,51,26,"[['藉', ['21521', '22279']]]",ㄐㄧㄝˋ / ㄐㄧˊ,jiè/jí
6762,筋,精熟,第6級,,9,6,"[['筋', ['23216']]]",ㄐㄧㄣ,jīn
6763,緊繃,精熟,第6級,,14,7,"[['緊繃', ['23247']]]",ㄐㄧㄣˇ ㄅㄥ,jǐnbēng
6764,進程,精熟,第6級,,7,9,"[['進程', ['23360']]]",ㄐㄧㄣˋ ㄔㄥˊ,jìnchéng
6765,近代史,精熟,第6級,,6,4,[],ㄐㄧㄣˋ ㄉㄞˋ ㄕˇ,jìndàishǐ
6766,金額,精熟,第6級,,14,15,"[['金額', ['23200']]]",ㄐㄧㄣ ㄜˊ,jīné
6767,進而,精熟,第6級,,40,27,[],ㄐㄧㄣˋㄦˊ,jìnér
6768,近乎,精熟,第6級,,14,1,[],ㄐㄧㄣˋ ㄏㄨ,jìnhū
6769,進化,精熟,第6級,,8,2,"[['進化', ['23339']]]",ㄐㄧㄣˋ ㄏㄨㄚˋ,jìnhuà
6770,晉級,精熟,第6級,,2,1,"[['晉級', ['23316']]]",ㄐㄧㄣˋ ㄐㄧˊ,jìnjí
6771,禁忌,精熟,第6級,,12,3,"[['禁忌', ['23377']]]",ㄐㄧㄣˋ ㄐㄧˋ,jìnjì
6772,津津有味,精熟,第6級,,5,2,"[['津津有味', ['23212']]]",ㄐㄧㄣ ㄐㄧㄣ ㄧㄡˇ ㄨㄟˋ,jīnjīnyǒuwèi
6773,進軍,精熟,第6級,,10,2,"[['進軍', ['23344']]]",ㄐㄧㄣˋ ㄐㄩㄣ,jìnjūn
6774,近況,精熟,第6級,,3,2,"[['近況', ['23287']]]",ㄐㄧㄣˋ ㄎㄨㄤˋ,jìnkuàng
6775,浸泡/浸,精熟,第6級,,13,13,"[['浸泡', ['23307']], ['浸', ['23306']]]",ㄐㄧㄣˋ ㄆㄠˋ / ㄐㄧㄣˋ,jìnpào/jìn
6776,緊迫,精熟,第6級,,4,3,"[['緊迫', ['23249']]]",ㄐㄧㄣˇ ㄆㄛˋ,jǐnpò
6777,盡情,精熟,第6級,,15,8,"[['盡情', ['23399']]]",ㄐㄧㄣˋ ㄑㄧㄥˊ,jìnqíng
6778,進食,精熟,第6級,,9,4,"[['進食', ['23361']]]",ㄐㄧㄣˋ ㄕˊ,jìnshí
6779,近似,精熟,第6級,,7,1,"[['近似', ['23303']]]",ㄐㄧㄣˋ ㄙˋ,jìnsì
6780,津貼,精熟,第6級,,4,2,"[['津貼', ['23209']]]",ㄐㄧㄣ ㄊㄧㄝ,jīntiē
6781,盡頭,精熟,第6級,,18,9,"[['盡頭', ['23391']]]",ㄐㄧㄣˋ ㄊㄡˊ,jìntóu
6782,盡心,精熟,第6級,,7,7,[],ㄐㄧㄣˋ ㄒㄧㄣ,jìnxīn
6783,進修,精熟,第6級,,10,4,"[['進修', ['23348']]]",ㄐㄧㄣˋ ㄒㄧㄡ,jìnxiū
6784,緊要,精熟,第6級,,5,2,"[['緊要', ['23265']]]",ㄐㄧㄣˇ ㄧㄠˋ,jǐnyào
6785,僅有,精熟,第6級,,16,7,"[['僅有', ['23233']]]",ㄐㄧㄣˇ ㄧㄡˇ,jǐnyǒu
6786,進駐,精熟,第6級,,8,12,"[['進駐', ['23356']]]",ㄐㄧㄣˋ ㄓㄨˋ,jìnzhù
6787,精,精熟,第6級,,20,18,"[['精', ['23561']]]",ㄐㄧㄥ,jīng
6788,警報,精熟,第6級,,6,15,"[['警報', ['23721']]]",ㄐㄧㄥˇ ㄅㄠˋ,jǐngbào
6789,經典,精熟,第6級,,38,117,"[['經典', ['23622']]]",ㄐㄧㄥ ㄉㄧㄢˇ,jīngdiǎn
6790,景觀,精熟,第6級,,18,37,"[['景觀', ['23709']]]",ㄐㄧㄥˇ ㄍㄨㄢ,jǐngguān
6791,警官,精熟,第6級,,37,1,"[['警官', ['23727']]]",ㄐㄧㄥˇ ㄍㄨㄢ,jǐngguān
6792,淨化,精熟,第6級,,12,23,"[['淨化', ['23770']]]",ㄐㄧㄥˋ ㄏㄨㄚˋ,jìnghuà
6793,精華,精熟,第6級,,9,7,"[['精華', ['23581']]]",ㄐㄧㄥ ㄏㄨㄚˊ,jīnghuá
6794,驚慌,精熟,第6級,,14,4,"[['驚慌', ['23679']]]",ㄐㄧㄥ ㄏㄨㄤ,jīnghuāng
6795,精簡,精熟,第6級,,5,3,"[['精簡', ['23582']]]",ㄐㄧㄥ ㄐㄧㄢˇ,jīngjiǎn
6796,境界,精熟,第6級,,33,23,"[['境界', ['23797']]]",ㄐㄧㄥˋ ㄐㄧㄝˋ,jìngjiè
6797,精進,精熟,第6級,,11,14,"[['精進', ['23583']]]",ㄐㄧㄥ ㄐㄧㄣˋ,jīngjìn
6798,警覺,精熟,第6級,,18,7,"[['警覺', ['23732']]]",ㄐㄧㄥˇ ㄐㄩㄝˊ,jǐngjué
6799,驚恐,精熟,第6級,,15,3,"[['驚恐', ['23675']]]",ㄐㄧㄥ ㄎㄨㄥˇ,jīngkǒng
6800,經理人,精熟,第6級,,33,1,[],ㄐㄧㄥ ㄌㄧˇ ㄖㄣˊ,jīnglǐrén
6801,精美,精熟,第6級,,9,5,"[['精美', ['23566']]]",ㄐㄧㄥ ㄇㄟˇ,jīngměi
6802,精密,精熟,第6級,,10,9,"[['精密', ['23567']]]",ㄐㄧㄥ ㄇㄧˋ,jīngmì
6803,精明,精熟,第6級,,14,1,"[['精明', ['23569']]]",ㄐㄧㄥ ㄇㄧㄥˊ,jīngmíng
6804,靜默,精熟,第6級,,8,3,"[['靜默', ['23778']]]",ㄐㄧㄥˋ ㄇㄛˋ,jìngmò
6805,敬佩,精熟,第6級,,10,11,"[['敬佩', ['23810']]]",ㄐㄧㄥˋ ㄆㄟˋ,jìngpèi
6806,靜悄悄,精熟,第6級,,5,1,"[['靜悄悄', ['23786']]]",ㄐㄧㄥˋ ㄑㄧㄠˇ ㄑㄧㄠˇ,jìngqiǎoqiǎo
6807,精髓,精熟,第6級,,7,4,"[['精髓', ['23605']]]",ㄐㄧㄥ ㄙㄨㄟˇ,jīngsuǐ
6808,靜態,精熟,第6級,,6,4,"[['靜態', ['23782']]]",ㄐㄧㄥˋ ㄊㄞˋ,jìngtài
6809,驚嘆/驚歎,精熟,第6級,,10,4,"[['驚嘆', ['23671']]]",ㄐㄧㄥ ㄊㄢˋ,jīngtàn
6810,警惕,精熟,第6級,,8,8,"[['警惕', ['23723']]]",ㄐㄧㄥˇ ㄊㄧˋ,jǐngtì
6811,精通,精熟,第6級,,12,3,"[['精通', ['23573']]]",ㄐㄧㄥ ㄊㄨㄥ,jīngtōng
6812,敬畏,精熟,第6級,,10,2,"[['敬畏', ['23826']]]",ㄐㄧㄥˋ ㄨㄟˋ,jìngwèi
6813,精細,精熟,第6級,,10,6,"[['精細', ['23587']]]",ㄐㄧㄥ ㄒㄧˋ,jīngxì
6814,驚嚇,精熟,第6級,,15,4,"[['驚嚇', ['23688']]]",ㄐㄧㄥ ㄒㄧㄚˋ,jīngxià
6815,驚險,精熟,第6級,,5,4,"[['驚險', ['23689']]]",ㄐㄧㄥ ㄒㄧㄢˇ,jīngxiǎn
6816,驚醒,精熟,第6級,,10,1,"[['驚醒', ['23692']]]",ㄐㄧㄥ ㄒㄧㄥˇ,jīngxǐng
6817,警訊,精熟,第6級,,7,10,"[['警訊', ['23735']]]",ㄐㄧㄥˇ ㄒㄩㄣˋ,jǐngxùn
6818,敬意,精熟,第6級,,9,4,"[['敬意', ['23822']]]",ㄐㄧㄥˋ ㄧˋ,jìngyì
6819,驚異,精熟,第6級,,8,1,"[['驚異', ['23699']]]",ㄐㄧㄥ ㄧˋ,jīngyì
6820,精英,精熟,第6級,,6,3,"[['精英', ['23611']]]",ㄐㄧㄥ ㄧㄥ,jīngyīng
6821,菁英,精熟,第6級,,10,4,"[['菁英', ['23558']]]",ㄐㄧㄥ ㄧㄥ,jīngyīng
6822,靜止,精熟,第6級,,10,7,"[['靜止', ['23788']]]",ㄐㄧㄥˋ ㄓˇ,jìngzhǐ
6823,精緻,精熟,第6級,,17,21,"[['精緻', ['23590']]]",ㄐㄧㄥ ㄓˋ,jīngzhì
6824,敬重,精熟,第6級,,12,4,"[['敬重', ['23818']]]",ㄐㄧㄥˋ ㄓㄨㄥˋ,jìngzhòng
6825,精準,精熟,第6級,,14,16,"[['精準', ['23592']]]",ㄐㄧㄥ ㄓㄨㄣˇ,jīngzhǔn
6826,靜坐,精熟,第6級,,13,4,[],ㄐㄧㄥˋ ㄗㄨㄛˋ,jìngzuò
6827,頸/頸子,精熟,第6級,,22,8,"[['頸', ['16602', '23748']]]",ㄐㄧㄥˇ / ㄐㄧㄥˇ ˙ㄗ,jǐng/jǐngzi
6828,勁/勁兒,精熟,第6級,,17,8,"[['勁', ['23751']]]",ㄐㄧㄥˋ / ㄐㄧㄥˋㄦ,jìng/jìngr
6829,糾纏,精熟,第6級,,16,4,"[['糾纏', ['22585']]]",ㄐㄧㄡ ㄔㄢˊ,jiūchán
6830,就地,精熟,第6級,,7,6,"[['就地', ['22722']]]",ㄐㄧㄡˋ ㄉㄧˋ,jiùdì
6831,久而久之,精熟,第6級,,8,7,"[['久而久之', ['22617']]]",ㄐㄧㄡˇ ㄦˊ ㄐㄧㄡˇ ㄓ,jiǔérjiǔzhī
6832,就近,精熟,第6級,,5,9,"[['就近', ['22727']]]",ㄐㄧㄡˋ ㄐㄧㄣˋ,jiùjìn
6833,酒精,精熟,第6級,,16,15,"[['酒精', ['22643']]]",ㄐㄧㄡˇ ㄐㄧㄥ,jiǔjīng
6834,就任,精熟,第6級,,8,3,"[['就任', ['22734']]]",ㄐㄧㄡˋ ㄖㄣˋ,jiùrèn
6835,救贖,精熟,第6級,,9,1,[],ㄐㄧㄡˋ ㄕㄨˊ,jiùshú
6836,酒席,精熟,第6級,,5,0,"[['酒席', ['22645']]]",ㄐㄧㄡˇ ㄒㄧˊ,jiǔxí
6837,就醫,精熟,第6級,,9,5,"[['就醫', ['22738']]]",ㄐㄧㄡˋ ㄧ,jiùyī
6838,救援,精熟,第6級,,13,62,"[['救援', ['22718']]]",ㄐㄧㄡˋ ㄩㄢˊ,jiùyuán
6839,久遠,精熟,第6級,,7,4,"[['久遠', ['22620']]]",ㄐㄧㄡˇ ㄩㄢˇ,jiǔyuǎn
6840,糾正,精熟,第6級,,12,6,"[['糾正', ['22581']]]",ㄐㄧㄡ ㄓㄥˋ,jiūzhèng
6841,就職,精熟,第6級,,6,3,"[['就職', ['22731']]]",ㄐㄧㄡˋ ㄓˊ,jiùzhí
6842,俱,精熟,第6級,,21,8,"[['俱', ['24018']]]",ㄐㄩˋ,jù
6843,具,精熟,第6級,,123,52,"[['具', ['24009']]]",ㄐㄩˋ,jù
6844,局部,精熟,第6級,,13,18,"[['局部', ['23889']]]",ㄐㄩˊ ㄅㄨˋ,júbù
6845,劇場,精熟,第6級,,16,14,"[['劇場', ['24063']]]",ㄐㄩˋ ㄔㄤˊ,jùcháng
6846,據點,精熟,第6級,,12,10,"[['據點', ['24069']]]",ㄐㄩˋ ㄉㄧㄢˇ,jùdiǎn
6847,鞠躬,精熟,第6級,,10,4,"[['鞠躬', ['23906']]]",ㄐㄩˊ ㄍㄨㄥ,júgōng
6848,居家,精熟,第6級,,8,17,"[['居家', ['23873']]]",ㄐㄩ ㄐㄧㄚ,jūjiā
6849,聚焦,精熟,第6級,,11,10,[],ㄐㄩˋ ㄐㄧㄠ,jùjiāo
6850,咀嚼,精熟,第6級,,9,6,"[['咀嚼', ['23913']]]",ㄐㄩˇ ㄐㄩㄝˊ,jǔjué
6851,局面,精熟,第6級,,28,11,"[['局面', ['23890']]]",ㄐㄩˊ ㄇㄧㄢˋ,júmiàn
6852,懼怕,精熟,第6級,,13,2,"[['懼怕', ['24084']]]",ㄐㄩˋ ㄆㄚˋ,jùpà
6853,沮喪,精熟,第6級,,55,12,"[['沮喪', ['23911']]]",ㄐㄩˇ ㄙㄤˋ,jǔsàng
6854,局勢,精熟,第6級,,16,39,"[['局勢', ['23892']]]",ㄐㄩˊ ㄕˋ,júshì
6855,舉世,精熟,第6級,,5,5,"[['舉世', ['23946']]]",ㄐㄩˇ ㄕˋ,jǔshì
6856,拘束,精熟,第6級,,5,2,"[['拘束', ['23858']]]",ㄐㄩ ㄕㄨˋ,jūshù
6857,侷限,精熟,第6級,,9,7,[],ㄐㄩˊ ㄒㄧㄢˋ,júxiàn
6858,具有,精熟,第6級,,205,92,[],ㄐㄩˋ ㄧㄡˇ,jùyǒu
6859,居於,精熟,第6級,,7,1,[],ㄐㄩ ㄩˊ,jūyú
6860,劇院,精熟,第6級,,13,2,"[['劇院', ['24066']]]",ㄐㄩˋ ㄩㄢˋ,jùyuàn
6861,舉止,精熟,第6級,,23,4,"[['舉止', ['23943']]]",ㄐㄩˇ ㄓˇ,jǔzhǐ
6862,舉足輕重,精熟,第6級,,5,7,"[['舉足輕重', ['23952']]]",ㄐㄩˇ ㄗㄨˊ ㄑㄧㄥ ㄓㄨㄥˋ,jǔzúqīngzhòng
6863,捲入,精熟,第6級,,9,4,[],ㄐㄩㄢˇ ㄖㄨˋ,juǎnrù
6864,捐贈,精熟,第6級,,7,25,"[['捐贈', ['24205']]]",ㄐㄩㄢ ㄗㄥˋ,juānzèng
6865,絕,精熟,第6級,,26,11,"[['絕', ['24133']]]",ㄐㄩㄝˊ,jué
6866,覺察,精熟,第6級,,15,2,"[['覺察', ['24190']]]",ㄐㄩㄝˊ ㄔㄚˊ,juéchá
6867,絕非,精熟,第6級,,16,2,"[['絕非', ['24143']]]",ㄐㄩㄝˊ ㄈㄟ,juéfēi
6868,絕佳,精熟,第6級,,11,5,"[['絕佳', ['24156']]]",ㄐㄩㄝˊ ㄐㄧㄚ,juéjiā
6869,倔強,精熟,第6級,,9,3,"[['倔強', ['24118']]]",ㄐㄩㄝˊ ㄐㄧㄤˋ,juéjiàng
6870,絕妙,精熟,第6級,,5,1,"[['絕妙', ['24140']]]",ㄐㄩㄝˊ ㄇㄧㄠˋ,juémiào
6871,崛起,精熟,第6級,,15,12,"[['崛起', ['24126']]]",ㄐㄩㄝˊ ㄑㄧˇ,juéqǐ
6872,訣竅,精熟,第6級,,8,7,"[['訣竅', ['24114']]]",ㄐㄩㄝˊ ㄑㄧㄠˋ,juéqiào
6873,爵士,精熟,第6級,,48,1,"[['爵士', ['24176']]]",ㄐㄩㄝˊ ㄕˋ,juéshì
6874,覺悟,精熟,第6級,,9,7,"[['覺悟', ['24191']]]",ㄐㄩㄝˊ ㄨˋ,juéwù
6875,覺醒,精熟,第6級,,15,31,"[['覺醒', ['24189']]]",ㄐㄩㄝˊ ㄒㄧㄥˇ,juéxǐng
6876,決議,精熟,第6級,,7,13,"[['決議', ['24107']]]",ㄐㄩㄝˊ ㄧˋ,juéyì
6877,抉擇,精熟,第6級,,18,4,"[['抉擇', ['24109']]]",ㄐㄩㄝˊ ㄗㄜˊ,juézé
6878,決戰,精熟,第6級,,8,1,"[['決戰', ['24099']]]",ㄐㄩㄝˊ ㄓㄢˋ,juézhàn
6879,均,精熟,第6級,,84,28,"[['均', ['24246']]]",ㄐㄩㄣ,jūn
6880,軍官,精熟,第6級,,25,3,"[['軍官', ['24279']]]",ㄐㄩㄣ ㄍㄨㄢ,jūnguān
6881,均衡,精熟,第6級,,9,19,"[['均衡', ['24251']]]",ㄐㄩㄣ ㄏㄥˊ,jūnhéng
6882,軍師,精熟,第6級,,9,1,"[['軍師', ['24298']]]",ㄐㄩㄣ ㄕ,jūnshī
6883,均勻,精熟,第6級,,6,21,"[['均勻', ['24254']]]",ㄐㄩㄣ ㄩㄣˊ,jūnyún
6884,君主,精熟,第6級,,19,7,[],ㄐㄩㄣ ㄓㄨˇ,jūnzhǔ
6885,君子,精熟,第6級,,24,14,"[['君子', ['24260']]]",ㄐㄩㄣ ㄗˇ,jūnzǐ
6886,開辦,精熟,第6級,,6,6,"[['開辦', ['18111']]]",ㄎㄞ ㄅㄢˋ,kāibàn
6887,開場,精熟,第6級,,6,4,"[['開場', ['18198']]]",ㄎㄞ ㄔㄤˊ,kāicháng
6888,開端,精熟,第6級,,8,2,"[['開端', ['18138']]]",ㄎㄞ ㄉㄨㄢ,kāiduān
6889,開懷,精熟,第6級,,7,2,"[['開懷', ['18174']]]",ㄎㄞ ㄏㄨㄞˊ,kāihuái
6890,開闊,精熟,第6級,,11,8,"[['開闊', ['18166']]]",ㄎㄞ ㄎㄨㄛˋ,kāikuò
6891,開朗,精熟,第6級,,14,13,"[['開朗', ['18149']]]",ㄎㄞ ㄌㄤˇ,kāilǎng
6892,開明,精熟,第6級,,6,4,"[['開明', ['18122']]]",ㄎㄞ ㄇㄧㄥˊ,kāimíng
6893,開幕,精熟,第6級,,8,7,"[['開幕', ['18123']]]",ㄎㄞ ㄇㄨˋ,kāimù
6894,開盤,精熟,第6級,,1,1,"[['開盤', ['18115']]]",ㄎㄞ ㄆㄢˊ,kāipán
6895,開闢,精熟,第6級,,8,6,"[['開闢', ['18116']]]",ㄎㄞ ㄆㄧˋ,kāipì
6896,開啟,精熟,第6級,,27,28,"[['開啟', ['18181']]]",ㄎㄞ ㄑㄧˇ,kāiqǐ
6897,開槍,精熟,第6級,,12,5,"[['開槍', ['18184']]]",ㄎㄞ ㄑㄧㄤ,kāiqiāng
6898,開設,精熟,第6級,,11,8,"[['開設', ['18207']]]",ㄎㄞ ㄕㄜˋ,kāishè
6899,開拓,精熟,第6級,,15,50,"[['開拓', ['18146']]]",ㄎㄞ ㄊㄨㄛˋ,kāituò
6900,開銷,精熟,第6級,,7,13,"[['開銷', ['18185']]]",ㄎㄞ ㄒㄧㄠ,kāixiāo
6901,開業,精熟,第6級,,5,3,"[['開業', ['18220']]]",ㄎㄞ ㄧㄝˋ,kāiyè
6902,開戰,精熟,第6級,,8,7,"[['開戰', ['18194']]]",ㄎㄞ ㄓㄢˋ,kāizhàn
6903,開展,精熟,第6級,,17,6,"[['開展', ['18193']]]",ㄎㄞ ㄓㄢˇ,kāizhǎn
6904,開張,精熟,第6級,,5,3,"[['開張', ['18195']]]",ㄎㄞ ㄓㄤ,kāizhāng
6905,開支,精熟,第6級,,6,3,"[['開支', ['18192']]]",ㄎㄞ ㄓ,kāizhī
6906,看板,精熟,第6級,,5,3,"[['看板', ['18437']]]",ㄎㄢˋ ㄅㄢˇ,kànbǎn
6907,堪稱,精熟,第6級,,12,6,"[['堪稱', ['18415']]]",ㄎㄢ ㄔㄥ,kānchēng
6908,看穿,精熟,第6級,,6,1,"[['看穿', ['18466']]]",ㄎㄢˋ ㄔㄨㄢ,kànchuān
6909,看待,精熟,第6級,,43,28,"[['看待', ['18447']]]",ㄎㄢˋ ㄉㄞˋ,kàndài
6910,看守,精熟,第6級,,9,3,"[['看守', ['18405']]]",ㄎㄢ ㄕㄡˇ,kānshǒu
6911,看透,精熟,第6級,,5,5,"[['看透', ['18449']]]",ㄎㄢˋ ㄊㄡˋ,kàntòu
6912,刊載,精熟,第6級,,5,1,"[['刊載', ['18394']]]",ㄎㄢ ㄗㄞˋ,kānzài
6913,看中,精熟,第6級,,6,3,"[['看中', ['18463']]]",ㄎㄢˋ ㄓㄨㄥˋ,kànzhòng
6914,看重,精熟,第6級,,11,2,"[['看重', ['18464']]]",ㄎㄢˋ ㄓㄨㄥˋ,kànzhòng
6915,扛,精熟,第6級,,18,19,"[['扛', ['16499', '18503']]]",ㄎㄤˊ,káng
6916,康復,精熟,第6級,,10,7,"[['康復', ['18490']]]",ㄎㄤ ㄈㄨˋ,kāngfù
6917,慷慨,精熟,第6級,,19,7,"[['慷慨', ['18499']]]",ㄎㄤ ㄎㄞˇ,kāngkǎi
6918,抗戰,精熟,第6級,,24,9,"[['抗戰', ['18520']]]",ㄎㄤˋ ㄓㄢˋ,kàngzhàn
6919,抗爭,精熟,第6級,,13,14,"[['抗爭', ['18521']]]",ㄎㄤˋ ㄓㄥ,kàngzhēng
6920,考察,精熟,第6級,,15,5,"[['考察', ['18273']]]",ㄎㄠˇ ㄔㄚˊ,kǎochá
6921,考證,精熟,第6級,,9,4,"[['考證', ['18271']]]",ㄎㄠˇ ㄓㄥˋ,kǎozhèng
6922,殼,精熟,第6級,,17,36,"[['殼', ['17970']]]",ㄎㄜˊ,ké
6923,刻板,精熟,第6級,,16,6,"[['刻板', ['18043']]]",ㄎㄜˋ ㄅㄢˇ,kèbǎn
6924,可悲,精熟,第6級,,9,2,"[['可悲', ['17972']]]",ㄎㄜˇ ㄅㄟ,kěbēi
6925,刻薄,精熟,第6級,,7,0,"[['刻薄', ['18042']]]",ㄎㄜˋ ㄅㄛˊ,kèbó
6926,可恥,精熟,第6級,,5,2,"[['可恥', ['18006']]]",ㄎㄜˇ ㄔˇ,kěchǐ
6927,可觀,精熟,第6級,,13,7,"[['可觀', ['17987']]]",ㄎㄜˇ ㄍㄨㄢ,kěguān
6928,可貴,精熟,第6級,,9,8,"[['可貴', ['17986']]]",ㄎㄜˇ ㄍㄨㄟˋ,kěguì
6929,刻劃/刻畫,精熟,第6級,,8,4,"[['刻劃', ['18052']]]",ㄎㄜˋ ㄏㄨㄚˋ ,kèhuà
6930,科幻,精熟,第6級,,10,2,"[['科幻', ['17943']]]",ㄎㄜ ㄏㄨㄢˋ,kēhuàn
6931,刻苦,精熟,第6級,,5,8,"[['刻苦', ['18049']]]",ㄎㄜˋ ㄎㄨˇ,kèkǔ
6932,科目,精熟,第6級,,9,8,"[['科目', ['17942']]]",ㄎㄜ ㄇㄨˋ,kēmù
6933,渴求,精熟,第6級,,8,2,"[['渴求', ['18023']]]",ㄎㄜˇ ㄑㄧㄡˊ,kěqiú
6934,課題,精熟,第6級,,23,26,"[['課題', ['18094']]]",ㄎㄜˋ ㄊㄧˊ,kètí
6935,渴望,精熟,第6級,,60,18,"[['渴望', ['18024']]]",ㄎㄜˇ ㄨㄤˋ,kěwàng
6936,可謂,精熟,第6級,,7,0,"[['可謂', ['18018']]]",ㄎㄜˇ ㄨㄟˋ,kěwèi
6937,可想而知,精熟,第6級,,8,1,"[['可想而知', ['18003']]]",ㄎㄜˇ ㄒㄧㄤˇ ㄦˊ ㄓ,kěxiǎngérzhī
6938,可行,精熟,第6級,,18,9,"[['可行', ['18004']]]",ㄎㄜˇ ㄒㄧㄥˊ,kěxíng
6939,刻意,精熟,第6級,,39,22,"[['刻意', ['18055']]]",ㄎㄜˋ ㄧˋ,kèyì
6940,可疑,精熟,第6級,,11,5,"[['可疑', ['18014']]]",ㄎㄜˇ ㄧˊ,kěyí
6941,克制,精熟,第6級,,10,7,"[['克制', ['18037']]]",ㄎㄜˋ ㄓˋ,kèzhì
6942,啃,精熟,第6級,,8,6,"[['啃', ['18476']]]",ㄎㄣˇ,kěn
6943,懇求,精熟,第6級,,14,1,"[['懇求', ['18485']]]",ㄎㄣˇ ㄑㄧㄡˊ,kěnqiú
6944,坑,精熟,第6級,,9,7,"[['坑', ['18530']]]",ㄎㄥ,kēng
6945,孔,精熟,第6級,,16,22,"[['孔', ['18957']]]",ㄎㄨㄥˇ,kǒng
6946,空檔1,精熟,第6級,,9,8,"[['空檔', ['18909', '18977']]]",ㄎㄨㄥˋ ㄉㄤˇ,kòngdǎng
6947,空蕩蕩,精熟,第6級,,5,2,[],ㄎㄨㄥ ㄉㄤˋ ㄉㄤˋ,kōngdàngdàng
6948,空洞,精熟,第6級,,10,1,"[['空洞', ['18912']]]",ㄎㄨㄥ ㄉㄨㄥˋ,kōngdòng
6949,控告,精熟,第6級,,5,1,"[['控告', ['18988']]]",ㄎㄨㄥˋ ㄍㄠˋ,kònggào
